Version,URL,Page title,Template,Linked from,Links to,Session variables,Validation,Conditional logic
v51,/v51/pcd/call/phone-call-3,Telephone call 3 details,v51/pcd/call/phone-call-3.html,,/v51/pcd/call/phone-call-3-answer,"idvaDeleted, idvaName, isvaDeleted, isvaName, pcdCallDate3, pcdVictimInformed3, victimForename, victimSurname",None (prototype redirect),"data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes' | pcdVictimInformed3 == ""Yes"""
v51,/v51/pcd/call/text-message-details,Text message details,v51/pcd/call/text-message-details.html,,/v51/pcd/call/text-message-details-answer,pcdCallDate1,None (prototype redirect),
v51,/v51/pcd/call/was-text-message-sent,Was a text message sent to the victim?,v51/pcd/call/was-text-message-sent.html,"/v51/tasks, /v51/wft-meetings/tasks, /v51/wft-meetings/tasks2",/v51/pcd/call/was-text-message-sent-answer,"pcdWasTextMessageSent, victimForename, victimSurname",None (prototype redirect),"pcdWasTextMessageSent == ""Yes"""
v51,/v51/pcd/draft/first-hearing,First hearing,v51/pcd/draft/first-hearing.html,,/v51/pcd/draft/first-hearing-answer,"firstHearingDate, firstHearingLocation",None (prototype redirect),
v51,/v51/pcd/draft/pcd-type,Charging decision type,v51/pcd/draft/pcd-type.html,,/v51/pcd/draft/pcd-type-answer,"existingTask, pcdType, victimForename, victimSurname",None (prototype redirect),"pcdType == ""dtc"" | existingTask == ""dtc"" | pcdType == ""nfa"" | existingTask == ""nfa"""
v51,/v51/pcd/draft/task-already-exists,This task already exists,v51/pcd/draft/task-already-exists.html,,"/v51/pcd/draft/task-already-exists-answer, /v51/victim/new-task/task-due-date","existingTask, existingTaskDueDate, pcdType, victimForename, victimSurname",None (prototype redirect),"data['existingTask'] == ""dtc"" | data['existingTaskDueDate']"
v51,/v51/pcd/follow-up/call-logged,Follow-up telephone call logged,v51/pcd/follow-up/call-logged.html,,/v51/victim,"pcdType, victimForename, victimSurname",None (prototype redirect),"(data['pcdType'] == ""dtc"")"
v51,/v51/pcd/follow-up/email-details,Follow-up email details,v51/pcd/follow-up/email-details.html,,/v51/pcd/follow-up/email-details-answer,"followUpEmailDispatchDate, followUpEmailDispatchNotes, followUpEmailIndividual, followUpEmailIndividualName, followUpEmailIndividualRole, idvaDeleted, idvaName, isvaDeleted, isvaName, victimForename, victimSurname",error markup,data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes'
v51,/v51/pcd/follow-up/email-logged,Follow-up email logged,v51/pcd/follow-up/email-logged.html,,/v51/victim,"pcdType, victimForename, victimSurname",None (prototype redirect),"(data['pcdType'] == ""dtc"")"
v51,/v51/pcd/follow-up/letter-details,Follow-up letter details,v51/pcd/follow-up/letter-details.html,,/v51/pcd/follow-up/letter-details-answer,"followUpLetterDispatchDate, followUpLetterDispatchNotes, followUpLetterIndividual, followUpLetterIndividualName, followUpLetterIndividualRole, idvaDeleted, idvaName, isvaDeleted, isvaName, victimForename, victimSurname",error markup,data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes'
v51,/v51/pcd/follow-up/letter-logged,Follow-up letter logged,v51/pcd/follow-up/letter-logged.html,,/v51/victim,"pcdType, victimForename, victimSurname",None (prototype redirect),"(data['pcdType'] == ""dtc"")"
v51,/v51/pcd/follow-up/log-follow-up,Log a follow-up,v51/pcd/follow-up/log-follow-up.html,,/v51/pcd/follow-up/log-follow-up-answer,"pcdFollowUpType, victimForename, victimSurname",error markup,"pcdFollowUpType == ""call"" | pcdFollowUpType == ""email"" | pcdFollowUpType == ""not-contacted"""
v51,/v51/pcd/follow-up/not-contacted-logged,Decision not to contact logged,v51/pcd/follow-up/not-contacted-logged.html,,/v51/victim,"pcdType, victimForename, victimSurname",None (prototype redirect),"(data['pcdType'] == ""dtc"")"
v51,/v51/pcd/follow-up/not-contacted-reason,Reason for not contacting the victim,v51/pcd/follow-up/not-contacted-reason.html,,/v51/pcd/follow-up/not-contacted-reason-answer,"followUpNotContactedReason, victimForename, victimSurname",error markup,
v51,/v51/pcd/follow-up/telephone-call,Follow-up telephone call,v51/pcd/follow-up/telephone-call.html,,/v51/pcd/follow-up/telephone-call-answer,"followUpCallDate, followUpCallHour, followUpCallIndividual, followUpCallIndividualName, followUpCallIndividualRole, followUpCallMinutes, followUpCallNotes, followUpCallType, followUpVictimInformed, idvaDeleted, idvaName, isvaDeleted, isvaName, victimForename, victimSurname",None (prototype redirect),data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes'
v51,/v51/pcd/pre-draft/check-eligibility,Check eligibility,v51/pcd/pre-draft/check-eligibility.html,,/v51/pcd/pre-draft/check-eligibility-answer,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/pcd/pre-draft/contacted-by,How did you contact the victim?,v51/pcd/pre-draft/contacted-by.html,"/v51/tasks, /v51/wft-meetings/tasks, /v51/wft-meetings/tasks2",/v51/pcd/pre-draft/contacted-by-answer,"contactedBy, successReason, victimForename, victimSurname",None (prototype redirect),"data['successReason'] != ""task-created"" | contactedBy == ""call"" | contactedBy == ""email"" | contactedBy == ""post"" | contactedBy == ""not-contacted"""
v51,/v51/pcd/pre-draft/not-contacted-reason,Reason for not contacting the victim,v51/pcd/pre-draft/not-contacted-reason.html,,/v51/pcd/pre-draft/not-contacted-reason-answer,"notContactedReason, victimForename, victimSurname",None (prototype redirect),
v51,/v51/pcd/send/email-details,Email details,v51/pcd/send/email-details.html,"/v51/tasks, /v51/wft-meetings/tasks, /v51/wft-meetings/tasks2",/v51/pcd/send/email-details-answer,"emailDispatchDate, idvaDeleted, idvaName, isvaDeleted, isvaName, victimForename, victimSurname",None (prototype redirect),data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes'
v51,/v51/pcd/send/email-logged,Email logged,v51/pcd/send/email-logged.html,,/v51/victim,"contactedBy, pcdCallAttempt, pcdType, pcdVictimInformed1, pcdVictimInformed2, pcdVictimInformed3, victimForename, victimSurname",None (prototype redirect),"(data['pcdType'] == ""dtc"") | (data['contactedBy'] == ""call"") | (data['pcdCallAttempt'] == ""1"") | (data['pcdVictimInformed1'] == ""Yes"") | (data['pcdVictimInformed2'] == ""Yes"") | (data['pcdVictimInformed3'] == ""Yes"")"
v51,/v51/pcd/send/letter-details,Letter details,v51/pcd/send/letter-details.html,"/v51/tasks, /v51/wft-meetings/tasks, /v51/wft-meetings/tasks2",/v51/pcd/send/letter-details-answer,"idvaDeleted, idvaName, isvaDeleted, isvaName, letterDispatchDate, victimForename, victimSurname",None (prototype redirect),data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes'
v51,/v51/pcd/send/letter-logged,Letter logged,v51/pcd/send/letter-logged.html,,/v51/victim,"contactedBy, pcdCallAttempt, pcdType, pcdVictimInformed1, pcdVictimInformed2, pcdVictimInformed3, victimForename, victimSurname",None (prototype redirect),"(data['pcdType'] == ""dtc"") | (data['contactedBy'] == ""call"") | (data['pcdCallAttempt'] == ""1"") | (data['pcdVictimInformed1'] == ""Yes"") | (data['pcdVictimInformed2'] == ""Yes"") | (data['pcdVictimInformed3'] == ""Yes"")"
v51,/v51/sign-in,Sign in to your account,v51/sign-in.html,,/v51/sign-in-answer,password,None (prototype redirect),
v51,/v51/task-assignee,Task Assignee,v51/task-assignee.html,"/v51/tasks, /v51/wft-meetings/tasks, /v51/wft-meetings/tasks2",/v51/task-assignee-answer,"task-assignee, taskAssignee",None (prototype redirect),
v51,/v51/task-updated,Victim onboarded,v51/task-updated.html,,/v51/tasks,"taskDueDate, taskName",None (prototype redirect),
v51,/v51/tasks,Tasks,v51/tasks.html,/v51/task-updated,"/v51/next-task-due-date, /v51/onb/tasks/clear-filters, /v51/pcd/call/follow-up-moc, /v51/pcd/call/next-attempt-moc, /v51/pcd/call/was-text-message-sent, /v51/pcd/pre-draft/contacted-by, /v51/pcd/send/email-details, /v51/pcd/send/letter-details, /v51/task-assignee, /v51/update-manual-task, /v51/vcl/call/follow-up-moc, /v51/vcl/call/next-attempt-moc, /v51/vcl/call/was-text-message-sent, /v51/vcl/send/email-details, /v51/vcl/send/letter-details, /v51/vcl/start-task, /v51/victim","area, manualTaskName, meetingPurpose, meetingPurposeDetails, nextTask, onboardedStatus, pcdFumoc, pcdSent, pcdStatus, service, serviceLead, taskAssignee, taskDueDate, vclFumoc, vclStatus, victimForename, victimSurname, vlo",None (prototype redirect),"loop.index == 6 | ((data['pcdSent'] == ""yes"") or (data['pcdFumoc'] == ""None"") or (data['nextTask'] == """") or (data['nextTask'] == ""no-task"")) and (data['nextTask'] != ""stopped-charge"") and (data['nextTask'] != ""altered-charge"") | (data['nextTask'] == ""dtc"") | data['meetingPurpose'] == ""pre-trial"" | data['taskDueDate'] | data['onboardedStatus'] == 'Yes' | (data['nextTask'] == ""dtc"") or (data['nextTask'] == ""nfa"") | (data['pcdStatus'] == ""log-not-started"") | (data['pcdFumoc'] == ""Email"") | (data['vclStatus'] == ""log-not-started"") | (data['vclFumoc'] == ""Email"") | record.purpose | record.dueDateTag"
v51,/v51/update-manual-task,Update task status,v51/update-manual-task.html,/v51/tasks,/v51/update-manual-task-answer,"manualTaskName, taskAction, taskDueDate, taskNote",None (prototype redirect),"data['taskDueDate'] | data['taskNote'] == """" | request.body['taskAction'] === 'complete'"
v51,/v51/vcl/call/follow-up-moc,Follow-up method of contact,v51/vcl/call/follow-up-moc.html,/v51/tasks,/v51/vcl/call/follow-up-moc-answer,"vdFumoc, vdNoFumocDetails, victimForename, victimSurname",None (prototype redirect),"fumoc == ""Email"" | fumoc == ""Post"""
v51,/v51/vcl/call/next-attempt-moc,Next attempt method of contact,v51/vcl/call/next-attempt-moc.html,/v51/tasks,/v51/vcl/call/next-attempt-moc-answer,"vdCallAttempts, vdNextMoc",None (prototype redirect),"(data['vdCallAttempts'] | length) < 3 | nextMoc == ""call"" | nextMoc == ""email"""
v51,/v51/vcl/call/phone-call,Telephone call,v51/vcl/call/phone-call.html,,/v51/vcl/call/phone-call-answer,"idvaDeleted, idvaName, isvaDeleted, isvaName, vdCallAttempts, vdCallDate, vdCallHour, vdCallIndividual, vdCallIndividualName, vdCallIndividualRole, vdCallMinutes, vdCallNotes, vdCallType, vdVictimInformed, victimForename, victimSurname",None (prototype redirect),"data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes' | !Array.isArray(data['vdCallAttempts']) | informed == ""Yes"" | attemptCount == 1"
v51,/v51/vcl/call/text-message-details,Text message details,v51/vcl/call/text-message-details.html,,/v51/vcl/call/text-message-details-answer,"vdCallAttempts, vdSecondCallHour, vdSecondCallMinutes, vdTextMessageDate, vdTextMessageHour, vdTextMessageMinutes, vdThirdCallHour, vdThirdCallMinutes, vdWasTextMessageSent",None (prototype redirect),last
v51,/v51/vcl/call/was-text-message-sent,Was a text message sent to the victim?,v51/vcl/call/was-text-message-sent.html,/v51/tasks,/v51/vcl/call/was-text-message-sent-answer,"vdCallAttempts, vdWasTextMessageSent, victimForename, victimSurname",None (prototype redirect),"last | data['vdWasTextMessageSent'] == ""Yes"""
v51,/v51/vcl/draft/stopped-charge,Stopped charge reason,v51/vcl/draft/stopped-charge.html,,/v51/vcl/draft/stopped-charge-answer,,None (prototype redirect),
v51,/v51/vcl/draft/substantially-altered-charge,Substantially altered charge,v51/vcl/draft/substantially-altered-charge.html,,/v51/vcl/draft/substantially-altered-charge-answer,,None (prototype redirect),
v51,/v51/vcl/draft/vcl-type,Communication type,v51/vcl/draft/vcl-type.html,,/v51/vcl/draft/vcl-type-answer,"commType, vdType, victimForename, victimSurname",None (prototype redirect),"commType == ""dtc"" || commType == ""nfa"" | field !== 'vdType' | commType == ""stopped-charge"""
v51,/v51/vcl/follow-up/email-details,Follow-up email details,v51/vcl/follow-up/email-details.html,,/v51/vcl/follow-up/email-details-answer,"idvaDeleted, idvaName, isvaDeleted, isvaName, vclFollowUpEmailDate, vclFollowUpEmailIndividual, vclFollowUpEmailIndividualName, vclFollowUpEmailIndividualRole, vclFollowUpEmailNotes, victimForename, victimSurname",None (prototype redirect),data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes'
v51,/v51/vcl/follow-up/email-logged,Follow-up email logged,v51/vcl/follow-up/email-logged.html,,/v51/victim,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/vcl/follow-up/letter-details,Follow-up letter details,v51/vcl/follow-up/letter-details.html,,/v51/vcl/follow-up/letter-details-answer,"idvaDeleted, idvaName, isvaDeleted, isvaName, vclFollowUpLetterDate, vclFollowUpLetterIndividual, vclFollowUpLetterIndividualName, vclFollowUpLetterIndividualRole, vclFollowUpLetterNotes, victimForename, victimSurname",None (prototype redirect),data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes'
v51,/v51/vcl/follow-up/letter-logged,Follow-up letter logged,v51/vcl/follow-up/letter-logged.html,,/v51/victim,"victimForename, victimSurname",None (prototype redirect),
v51,/v51/vcl/follow-up/log-follow-up,Log a follow-up,v51/vcl/follow-up/log-follow-up.html,,/v51/vcl/follow-up/log-follow-up-answer,"vclFollowUpType, victimForename, victimSurname",error markup,"followUpType == ""email"""
v51,/v51/vcl/pre-draft/contacted-by,How did you contact the victim?,v51/vcl/pre-draft/contacted-by.html,,/v51/vcl/pre-draft/contacted-by-answer,"vdContactedBy, victimForename, victimSurname",None (prototype redirect),"contactedBy == ""call"" | contactedBy == ""email"" | contactedBy == ""post"""
v51,/v51/vcl/pre-draft/not-contacted-reason,Reason for not contacting the victim,v51/vcl/pre-draft/not-contacted-reason.html,,/v51/vcl/pre-draft/not-contacted-reason-answer,"vdNotContactedReason, victimForename, victimSurname",None (prototype redirect),
v51,/v51/vcl/send/email-details,Email details,v51/vcl/send/email-details.html,/v51/tasks,/v51/vcl/send/email-details-answer,"idvaDeleted, idvaName, isvaDeleted, isvaName, vdEmailDate, vdEmailNotes, victimForename, victimSurname",None (prototype redirect),data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes'
v51,/v51/vcl/send/letter-details,Letter details,v51/vcl/send/letter-details.html,/v51/tasks,/v51/vcl/send/letter-details-answer,"idvaDeleted, idvaName, isvaDeleted, isvaName, vdLetterDate, vdLetterNotes, victimForename, victimSurname",None (prototype redirect),data['isvaName'] and data['isvaDeleted'] != 'yes' | data['idvaName'] and data['idvaDeleted'] != 'yes'
v51,/v51/victim,Victim,v51/victim/index.html,"/v51/other/call-logged, /v51/other/email-logged, /v51/other/in-person-logged, /v51/other/letter-logged, /v51/other/other-logged, /v51/other/text-message-logged, /v51/pcd/follow-up/call-logged, /v51/pcd/follow-up/email-logged, /v51/pcd/follow-up/letter-logged, /v51/pcd/follow-up/not-contacted-logged, /v51/pcd/send/email-logged, /v51/pcd/send/letter-logged, /v51/tasks, /v51/vcl/follow-up/email-logged, /v51/vcl/follow-up/letter-logged, /v51/victim/case-contacts/family-liaison-officer, /v51/victim/case-contacts/idva, /v51/victim/case-contacts/isva, /v51/victim/new-task/task-created, /v51/victims, /v51/wft-meetings/tasks, /v51/wft-meetings/tasks2, /v51/wft-meetings/victims",,"area, case-locked, caseType, existingTaskDueDate, pmoc, pmocPolice, preferredCorrespondenceLanguage, preferredCorrespondenceLanguageOther, riskLevel, serviceLead, success, successReason, translatorNeeded, victimDateOfBirth, victimEmailAddress, victimEthnicity, victimForename, victimGender, victimPreferredName, victimPreviousConvictions, victimReligion, victimSurname, victimTitle, victimWantsContact, vpsStatus",JS submit guard,"(data['case-locked'] == ""by-someone-else"") | (data['success'] == ""yes"") and (data['successReason'] == ""charging-type-updated"" or data['successReason'] == ""area-updated"") | (data['successReason'] == ""charging-type-updated"") | (data['successReason'] == ""email-address-updated"") | data['preferredCorrespondenceLanguage'] == 'Other' | data['serviceLead'] == ""Not aligned"" | (data['successReason'] == ""not-informed-after-call-1"") or (data['successReason'] == ""informed-after-call-1"")"
v51,/v51/victim/case-contacts/family-liaison-officer,Family Liaison Officer,v51/victim/case-contacts/family-liaison-officer.html,,"/v51/victim, /v51/victim/case-contacts/family-liaison-officer-answer, /v51/victim/case-contacts/family-liaison-officer-delete","familyLiaisonOfficerDeleted, familyLiaisonOfficerEmailAddress, familyLiaisonOfficerForename, familyLiaisonOfficerName, familyLiaisonOfficerPhoneNumber, familyLiaisonOfficerSurname",None (prototype redirect),isExisting | isExisting
v51,/v51/victim/case-contacts/idva,Independent Domestic Violence Advisor (IDVA),v51/victim/case-contacts/idva.html,,"/v51/victim, /v51/victim/case-contacts/idva-answer, /v51/victim/case-contacts/idva-delete","idvaAddressLine1, idvaAddressLine2, idvaAddressLine3, idvaAddressLine4, idvaAddressLine5, idvaCity, idvaCounty, idvaDeleted, idvaEmailAddress, idvaName, idvaPhoneNumber, idvaPostCode",None (prototype redirect),isExisting | isExisting
v51,/v51/victim/case-contacts/isva,Independent Sexual Violence Advisor (ISVA),v51/victim/case-contacts/isva.html,,"/v51/victim, /v51/victim/case-contacts/isva-answer, /v51/victim/case-contacts/isva-delete","isvaAddressLine1, isvaAddressLine2, isvaAddressLine3, isvaAddressLine4, isvaAddressLine5, isvaCity, isvaCounty, isvaDeleted, isvaEmailAddress, isvaName, isvaPhoneNumber, isvaPostCode",None (prototype redirect),isExisting | isExisting
v51,/v51/victim/case-information/area,Change area,v51/victim/case-information/area.html,,/v51/victim/case-information/area-answer,area,None (prototype redirect),
v51,/v51/victim/case-information/charging-type,Change charging type,v51/victim/case-information/charging-type.html,,/v51/victim/case-information/charging-type-answer,,None (prototype redirect),
v51,/v51/victim/index-notasks,Victim,v51/victim/index-notasks.html,,/v51/victim/new-task/task-selection,"area, case-locked, caseType, pmoc, pmocPolice, preferredCorrespondenceLanguage, preferredCorrespondenceLanguageOther, riskLevel, serviceLead, success, successReason, translatorNeeded, victimDateOfBirth, victimDisability, victimEmailAddress, victimEthnicity, victimForename, victimGender, victimPreferredName, victimPreviousConvictions, victimReligion, victimSurname, victimTitle, victimWantsContact, vpsStatus",JS submit guard,"(data['case-locked'] == ""by-someone-else"") | (data['success'] == ""yes"") and (data['successReason'] == ""charging-type-updated"" or data['successReason'] == ""area-updated"") | (data['successReason'] == ""charging-type-updated"") | (data['successReason'] == ""email-address-updated"") | data['preferredCorrespondenceLanguage'] == 'Other' | data['serviceLead'] == ""Not aligned"" | (data['successReason'] == ""not-informed-after-call-1"") or (data['successReason'] == ""informed-after-call-1"")"
v51,/v51/victim/index-withtasks,Victim,v51/victim/index-withtasks.html,,/v51/victim/new-task/task-selection,"area, case-locked, caseType, existingTaskDueDate, pmoc, pmocPolice, preferredCorrespondenceLanguage, preferredCorrespondenceLanguageOther, riskLevel, serviceLead, success, successReason, translatorNeeded, victimDateOfBirth, victimDisability, victimEmailAddress, victimEthnicity, victimForename, victimGender, victimPreferredName, victimPreviousConvictions, victimReligion, victimSurname, victimTitle, victimWantsContact, vpsStatus",JS submit guard,"(data['case-locked'] == ""by-someone-else"") | (data['success'] == ""yes"") and (data['successReason'] == ""charging-type-updated"" or data['successReason'] == ""area-updated"") | (data['successReason'] == ""charging-type-updated"") | (data['successReason'] == ""email-address-updated"") | data['preferredCorrespondenceLanguage'] == 'Other' | data['serviceLead'] == ""Not aligned"" | (data['successReason'] == ""not-informed-after-call-1"") or (data['successReason'] == ""informed-after-call-1"")"
v51,/v51/victim/index-withtasks-v2,Victim,v51/victim/index-withtasks-v2.html,,,"area, case-locked, caseType, existingTaskDueDate, pmoc, pmocPolice, preferredCorrespondenceLanguage, preferredCorrespondenceLanguageOther, riskLevel, serviceLead, success, successReason, translatorNeeded, victimDateOfBirth, victimDisability, victimEmailAddress, victimEthnicity, victimForename, victimGender, victimPreferredName, victimPreviousConvictions, victimReligion, victimSurname, victimTitle, victimWantsContact, vpsStatus",JS submit guard,"(data['case-locked'] == ""by-someone-else"") | (data['success'] == ""yes"") and (data['successReason'] == ""charging-type-updated"" or data['successReason'] == ""area-updated"") | (data['successReason'] == ""charging-type-updated"") | (data['successReason'] == ""email-address-updated"") | data['preferredCorrespondenceLanguage'] == 'Other' | data['serviceLead'] == ""Not aligned"" | (data['successReason'] == ""not-informed-after-call-1"") or (data['successReason'] == ""informed-after-call-1"")"
v51,/v51/victim/index-withtasks-v3,Victim,v51/victim/index-withtasks-v3.html,,/v51/victim/new-task/task-selection,"area, case-locked, caseType, pmoc, pmocPolice, preferredCorrespondenceLanguage, preferredCorrespondenceLanguageOther, riskLevel, serviceLead, success, successReason, translatorNeeded, victimDateOfBirth, victimDisability, victimEmailAddress, victimEthnicity, victimForename, victimGender, victimPreferredName, victimPreviousConvictions, victimReligion, victimSurname, victimTitle, victimWantsContact, vpsStatus",JS submit guard,"(data['case-locked'] == ""by-someone-else"") | (data['success'] == ""yes"") and (data['successReason'] == ""charging-type-updated"" or data['successReason'] == ""area-updated"") | (data['successReason'] == ""charging-type-updated"") | (data['successReason'] == ""email-address-updated"") | data['preferredCorrespondenceLanguage'] == 'Other' | data['serviceLead'] == ""Not aligned"" | (data['successReason'] == ""not-informed-after-call-1"") or (data['successReason'] == ""informed-after-call-1"")"
v51,/v51/victim/index-withtasks-v4,Victim,v51/victim/index-withtasks-v4.html,,/v51/victim/new-task/task-selection,"area, case-locked, caseType, pmoc, pmocPolice, preferredCorrespondenceLanguage, preferredCorrespondenceLanguageOther, riskLevel, serviceLead, success, successReason, translatorNeeded, victimDateOfBirth, victimDisability, victimEmailAddress, victimEthnicity, victimForename, victimGender, victimPreferredName, victimPreviousConvictions, victimReligion, victimSurname, victimTitle, victimWantsContact, vpsStatus",JS submit guard,"(data['case-locked'] == ""by-someone-else"") | (data['success'] == ""yes"") and (data['successReason'] == ""charging-type-updated"" or data['successReason'] == ""area-updated"") | (data['successReason'] == ""charging-type-updated"") | (data['successReason'] == ""email-address-updated"") | data['preferredCorrespondenceLanguage'] == 'Other' | data['serviceLead'] == ""Not aligned"" | (data['successReason'] == ""not-informed-after-call-1"") or (data['successReason'] == ""informed-after-call-1"")"
v51,/v51/victim/new-task/check-task,Check the task details are correct,v51/victim/new-task/check-task.html,,"/v51/victim/new-task/check-task-answer, /v51/victim/new-task/manual-task, /v51/victim/new-task/meeting-purpose, /v51/victim/new-task/task-due-date, /v51/victim/new-task/task-selection","existingManualTaskName, existingMeetingPurpose, existingTask, existingTaskDueDate, existingTaskNote, manualTask, manualTaskName, meetingPurpose, meetingPurposeDetails, nextTask, taskDueDate, taskNote, victimForename, victimSurname",None (prototype redirect),"data['nextTask'] | data['nextTask'] == ""dtc"" | data['nextTask'] == ""meeting-offer"" or data['nextTask'] == ""meeting-arranged"" or data['nextTask'] == ""meeting-outcome"" | data['meetingPurpose'] == ""pre-trial"" | data['manualTask'] == ""yes"" | data['manualTaskName'] | data['taskDueDate'] | data['taskNote'] == """" | data['taskDueDate'] | duplicateNonMeeting || duplicateMeeting"
v51,/v51/victim/new-task/manual-task,Set a reminder,v51/victim/new-task/manual-task.html,"/v51/victim/new-task/check-task, /v51/wft-meetings/new-task/check-task",/v51/victim/new-task/manual-task-answer,"manualTaskName, taskNote, victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/new-task/meeting-purpose,Task selection,v51/victim/new-task/meeting-purpose.html,/v51/victim/new-task/check-task,/v51/victim/new-task/meeting-purpose-answer,"existingMeetingPurpose, existingTask, meetingPurposeDetails, nextTask",None (prototype redirect),
v51,/v51/victim/new-task/task-already-exists,This task already exists,v51/victim/new-task/task-already-exists.html,,"/v51/victim/new-task/task-already-exists-answer, /v51/victim/new-task/task-due-date","existingManualTaskName, existingMeetingPurpose, existingTask, existingTaskDueDate, taskDueDate, victimForename, victimSurname",None (prototype redirect),"data['existingTask'] == ""meeting-offer"" or data['existingTask'] == ""meeting-arranged"" or data['existingTask'] == ""meeting-outcome"" | data['existingMeetingPurpose'] == ""pre-trial"" | data['existingTask'] == ""dtc"" | data['existingTask'] == ""meeting-offer"" or data['existingTask'] == ""meeting-arranged"" or data['existingTask'] == ""meeting-outcome"" | data['existingMeetingPurpose'] == ""pre-trial"" | data['existingTaskDueDate']"
v51,/v51/victim/new-task/task-created,Victim onboarded,v51/victim/new-task/task-created.html,,/v51/victim,"manualTaskName, nextTask, taskDueDate",None (prototype redirect),"data['nextTask'] == ""dtc"""
v51,/v51/victim/new-task/task-due-date,Task due date,v51/victim/new-task/task-due-date.html,"/v51/pcd/draft/task-already-exists, /v51/victim/new-task/check-task, /v51/victim/new-task/task-already-exists, /v51/wft-meetings/new-task/check-task",/v51/victim/new-task/task-due-date-answer,"existingTaskDueDate, taskDueDate",None (prototype redirect),fromTaskAlreadyExists | fromPcd | fromCheck and data['taskDueDate'] | request.body.fromTaskAlreadyExists === 'yes' | request.body.fromPcd === 'yes'
v51,/v51/victim/new-task/task-selection,Task selection,v51/victim/new-task/task-selection.html,"/v51/victim/index-notasks, /v51/victim/index-withtasks, /v51/victim/index-withtasks-v3, /v51/victim/index-withtasks-v4, /v51/victim/new-task/check-task, /v51/wft-meetings/new-task/check-task",/v51/victim/new-task/next-task-answer,"existingTask, nextTask, victimForename, victimSurname",None (prototype redirect),"nextTask == ""dtc"" | nextTask == ""nfa"" | nextTask == ""stopped-charge"" | nextTask == ""altered-charge"" | nextTask == ""other"" | nextTask == ""no-task"" | nextTask == ""meeting-offer"" || nextTask == ""meeting-arranged"" || nextTask == ""meeting-outcome"""
v51,/v51/victim/task-details/another-task1,Victim record,v51/victim/task-details/another-task1.html,,,"caseUrn, victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/task-details/another-task2,Victim record,v51/victim/task-details/another-task2.html,,,"caseUrn, victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/task-details/decision-to-charge,Victim record,v51/victim/task-details/decision-to-charge.html,,,"caseUrn, victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/task-details/outcome-logged,Victim record,v51/victim/task-details/outcome-logged.html,,,"caseUrn, subTab, victimForename, victimSurname",None (prototype redirect),"(data['subTab'] == ""ptm"")"
v51,/v51/victim/victim-details/address,Victim's address,v51/victim/victim-details/address.html,,/v51/victim/victim-details/address-answer,"victimAddressLine1, victimAddressLine2, victimAddressLine3, victimAddressLine4, victimAddressLine5, victimForename, victimPostCode, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/category,Victim category,v51/victim/victim-details/category.html,,/v51/victim/victim-details/category-answer,"victimForename, victimSurname",None (prototype redirect),opt.hint
v51,/v51/victim/victim-details/contact-times,Preferred contact times,v51/victim/victim-details/contact-times.html,,/v51/victim/victim-details/contact-times-answer,"preferredContactTimes, victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/correspondence-language,Preferred correspondence language,v51/victim/victim-details/correspondence-language.html,,/v51/victim/victim-details/correspondence-language-answer,"preferredCorrespondenceLanguageOther, victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/date-of-birth,Victim's date of birth,v51/victim/victim-details/date-of-birth.html,,/v51/victim/victim-details/date-of-birth-answer,"victimDobDay, victimDobMonth, victimDobYear, victimForename, victimSurname",None (prototype redirect),
v51,/v51/victim/victim-details/disability,Disability or access needs,v51/victim/victim-details/disability.html,,/v51/victim/victim-details/disability-answer,"victimDisability, victimDisabilityDetails",None (prototype redirect),
v51,/v51/victim/victim-details/email-address,Victim's email address,v51/victim/victim-details/email-address.html,,/v51/victim/victim-details/email-address-answer,"victimEmailAddress, victimForename, victimSurname",None (prototype redirect),
